"Build_Time","Queue_Length","Waiting_Time","Service_Time","Throughput","CPU_Utilization","Memory_Usage","Security_Risk_Score","Vulnerability_Density","Priority_Level"
50.8343714939379,8.19654977656002,4.97833445941722,2.64969252213592,10.12119238112,0.188396277810419,0.220986697119997,74.0042012751487,0.201892845985016,0.439524353447787
49.3015960516884,8.65011318866726,2.09321328339219,2.47224286721354,11.3743127363475,0.936937879127631,0.292742767011361,73.9600449562338,0.593698591098714,0.76982251051672
51.3092404821887,8.67100418790199,1.61602786787215,1.35183470981601,10.0954854737111,0.158410828378302,0.302098008539463,74.9820197594233,1.4267850560749,2.55870831414912
49.0198223731116,6.71584223486777,3.22263377239272,2.10271541544838,10.2660159427701,1.91922764704307,1.22706874311498,74.8678248671433,1.15106130260632,1.07050839142458
50.7479851027455,5.97389041721047,3.93042780519125,5.39849023212988,11.5743846066177,0.874135875106149,1.72035502842611,72.4506572252496,1.1091665373287,1.12928773516095
51.2577966206808,10.2053260643708,3.37121333194529,2.76258498636595,10.3243786046612,0.084731683903522,2.72721355249353,76.0405734557194,0.304852549150713,2.71506498688328
51.2221833523778,8.23138992991117,4.6292645954138,3.71349189044332,10.7755726211132,1.10689296408533,0.966114382931719,75.2497257359852,0.495947822756499,1.4609162059892
49.8878391572995,8.37564226018481,3.25347150698885,2.61547350173527,11.8190080962844,0.0563188941039606,0.274781377193686,77.4162073731483,1.67075107054196,0.265061234606534
50.6922001429342,6.8070314817019,2.33445218420934,3.40982429616145,9.59441960440144,2.74601885213282,1.62447486299323,75.6851982380511,0.550120131188143,0.313147148106474
47.8623585001449,9.13254984181008,5.01988229295041,2.74727319101203,12.395293867472,0.139237578868935,1.50475889369531,74.553040691038,0.320788290741412,0.554338029900042
50.4442359840402,9.83947679495165,3.26597325618736,4.16392195568146,12.841955459993,0.135999305852858,0.361751304097173,77.7973911469581,0.302630732486919,2.22408179743946
49.8907131256421,9.5278701045484,3.21602641296107,2.29636658286562,11.4144812500433,1.35294750277785,0.957854903872314,77.8322260239155,0.616152541801233,1.35981382705736
50.5998246557824,5.97637297724224,3.236841715879,1.0909398313183,11.2219311741368,1.14129312484293,1.36130989539391,73.7812881837098,1.28246516439659,1.40077145059405
50.1087590736884,6.95949200136671,3.55600430375822,3.6985496831277,10.3035783323068,1.45162905659128,1.72914439564163,75.4690319559554,0.605597504483387,1.11068271594512
51.2947968986168,8.09779160179052,1.18133811033321,2.56226597350568,11.290961412826,0.422024914844663,0.304892169294066,74.7887530813678,0.216435842873528,0.444158865245925
